Date,Time,Receipt Number,Transaction,Item,Payment Method
23-11-2122,17:51:32,1O5ID1,4,fanta,BCA
23-11-2122,16:41:36,1O5ID1,5,sprite,BCA
23-11-2122,16:41:39,1O5ICZ,5,roma arden,Cash
23-11-2122,15:28:33,1O5ICY,5,kalpa,Gopay
23-11-2122,15:19:12,1O5ICX,5,le minerale,Mandiri
23-11-2122,15:16:18,1O5ICW,5,mizone,Cash
23-11-2122,14:41:37,1O5ICV,5,pocari sweat,Cash
23-11-2122,14:28:12,1O5ICU,5,tim tam,BCA
23-11-2122,14:26:58,1O5ICT,6,tisu,Gopay
23-11-2122,14:11:36,1O5ICS,1,kapas,BRI
23-11-2122,14:11:46,1O5ICR,2,pembersih muka,Gopay
23-11-2122,13:49:16,1O5ICQ,3,marina hand&body,Gopay
23-11-2122,13:38:45,1O5ICP,4,lovely hand&body,Cash
23-11-2122,13:31:11,1O5ICO,2,vaseline hand&body,Gopay
23-11-2122,12:28:51,1O5ICN,4,citra hand&body,Cash
23-11-2122,11:45:36,1O5ICM,1,nivea deodorant,Gopay
23-11-2122,11:45:11,1O5ICL,2,nivea hand&body,WhatsApp
23-11-2122,11:44:55,1O5ICL,3,rexona,WhatsApp
23-11-2122,11:41:16,1O5ICK,4,posh body spray,Cash
23-11-2122,11:33:55,1O5ICJ,5,clear shampoo,Gopay
23-11-2122,11:21:11,1O5ICI,2,posh deodorant,Gopay
23-11-2122,11:15:22,1O5ICH,4,bellagio parfume,Cash
23-11-2122,11:13:31,1O5ICG,4,fres parfume,Cash
23-11-2122,11:47:43,1O5ICF,4,vitalis parfume,Cash
23-11-2122,11:41:34,1O5ICE,4,fresh tea,Gopay
23-11-2122,11:35:55,1O5ICD,4,cassablanca prafume,Gopay
23-11-2122,11:32:21,1O5ICC,4,eskulin parfume,Cash
23-11-2122,11:31:43,1O5ICB,4,evangeline parfume,Gopay
23-11-2122,8:31:11,1O5ICA,4,marina parfume,Cash
23-11-2122,8:14:18,1O5IC9,5,izi parfume,Cash
23-11-2122,8:11:14,1O5IC8,5,permen relaxa,Cash
22-11-2122,21:39:22,1O5IC7,5,permen kopiko,BCA
22-11-2122,21:48:11,1O5IC6,5,Permen blaster,Cash
22-11-2122,21:27:19,1O5IC5,5,Permen tamarin,BCA
22-11-2122,21:18:44,1O5IC4,1,Permen kiss,Gopay
22-11-2122,19:53:41,1O5IC3,2,Permen big babel,Cash
22-11-2122,19:53:16,1O5IC2,3,Permen hot hot,Cash
22-11-2122,19:33:29,1O5IC1,4,Permen milkita,Gopay
22-11-2122,19:28:29,1O5IC1,2,kue cucur,Cash
22-11-2122,19:27:33,1O5IBZ,4,kue lapis,Cash
22-11-2122,19:26:33,1O5IBY,1,kopi abc,Other EDC
22-11-2122,19:22:43,1O5IBX,2,kopi kapal api,Cash
22-11-2122,19:21:13,1O5IBW,3,kerupuk kulit,Cash
22-11-2122,19:11:13,1O5IBV,4,"arem""",Cash
22-11-2122,18:56:55,1O5IBU,5,nasi ayam,Gopay
22-11-2122,18:45:14,1O5IBT,2,chocolatos,Gopay
22-11-2122,18:14:35,1O5IBS,4,kopi good day,Mandiri
22-11-2122,17:49:56,1O5IBR,4,teh pucuk,Gopay
22-11-2122,17:16:35,1O5IBQ,4,aqua 351ml,Cash
22-11-2122,16:55:11,1O5IBP,4,good time,GoFood
22-11-2122,16:49:19,1O5IBO,4,sarden,Cash
22-11-2122,16:13:26,1O5IBN,4,telur,Gopay
22-11-2122,16:11:12,1O5IBM,4,es teh,Gopay
22-11-2122,15:44:34,1O5IBL,4,susu cokelat,Cash
22-11-2122,15:16:16,1O5IBK,5,susu vanilla,Shopeepay
22-11-2122,13:54:15,1O5IBJ,5,nagasari,Cash
22-11-2122,13:29:29,1O5IBI,5,usus crispy,Gopay
22-11-2122,12:51:14,1O5IBH,5,nextar,Cash
22-11-2122,12:14:58,1O5IBG,5,pembalut,Cash
22-11-2122,12:14:21,1O5IBF,5,buku tulis,Cash
22-11-2122,12:12:21,1O5IBE,5,bolpoin standart,Cash
22-11-2122,11:44:33,1O5IBD,6,buku gambar,Gopay
22-11-2122,11:34:12,1O5IBC,6,pensil,Other EDC
22-11-2122,11:14:19,1O5IBB,1,penghapus,Other
22-11-2122,8:21:33,1O5IBA,2,rautan pensil,Cash
21-11-2122,22:14:17,1O5IB9,3,sari roti,Cash
21-11-2122,21:54:21,1O5IB8,4,mie,Cash
21-11-2122,21:51:49,1O5IB7,2,kecap,Shopeepay
21-11-2122,21:44:56,1O5IB6,4,saos,Cash
21-11-2122,21:42:34,1O5IB5,1,es cream,Mandiri
21-11-2122,21:28:58,1O5IB4,2,pie susu,Cash
21-11-2122,21:22:32,1O5IB3,3,risol,Cash
21-11-2122,19:39:12,1O5IB2,4,martabak,Cash
21-11-2122,18:54:51,1O5IB1,5,floridina,Mandiri
21-11-2122,17:41:19,1O5IB1,2,iso plus,Cash
21-11-2122,17:35:11,1O5IAZ,4,golda,Cash
21-11-2122,17:25:11,1O5IAY,4,nutrisari,Mandiri
21-11-2122,17:13:12,1O5IAX,4,teh rio,Cash
21-11-2122,16:57:34,1O5IAW,4,kopikap,Cash
21-11-2122,15:54:58,1O5IAV,4,roti aoka,Other EDC
21-11-2122,15:44:43,1O5IAU,4,sari gandum,Mandiri
21-11-2122,15:29:41,1O5IAT,4,taro,Cash
21-11-2122,14:58:51,1O5IAS,4,qitela,Cash
21-11-2122,14:55:25,1O5IAR,5,choki choki,GoFood
21-11-2122,13:48:44,1O5IAQ,5,bengbeng,Gopay
21-11-2122,13:11:11,1O5IAP,5,nabati,Cash
21-11-2122,12:17:12,1O5IAO,5,basreng,Gopay
21-11-2122,11:23:31,1O5IAN,5,mie lidi,Cash
21-11-2122,11:15:55,1O5IAM,5,macroni pedas manis,Cash
21-11-2122,11:12:16,1O5IAL,5,bon cabe(bubuk cabe),Cash
21-11-2122,11:14:27,1O5IAK,6,pepsodent,Gopay
21-11-2122,9:42:57,1O5IAJ,6,head&shoulder,Cash
21-11-2122,9:34:38,1O5IAI,6,lifebuoy(sabun mandi cair),Cash
21-11-2122,8:59:14,1O5IAH,6,lifebuoy(shampoo),Gopay
21-11-2122,8:22:11,1O5IAG,6,shinzui(sabun mandi),GrabFood
21-11-2122,22:56:11,1O5IAF,6,biore(sabun muka),GrabFood
21-11-2122,22:51:55,1O5IAE,6,lifebuoy(sabun mandi batangan),BCA
21-11-2122,22:48:22,1O5IAD,6,sunlight,BCA
21-11-2122,22:43:25,1O5IAC,1,lux(sabun mandi),BCA
21-11-2122,22:29:37,1O5IAB,2,sunsilk(shampoo),Cash
21-11-2122,22:13:49,1O5IAA,3,pantene(shampoo),Cash
21-11-2122,21:41:34,1O5IA9,4,lux(sabun mandi),Cash
21-11-2122,21:27:58,1O5IA8,2,biore(sabun mandi),Cash
21-11-2122,21:16:41,1O5IA7,4,kacang sukro,Gopay
21-11-2122,21:15:43,1O5IA6,1,kuaci,Cash
21-11-2122,21:15:29,1O5IA6,2,kacang kulit,Cash
21-11-2122,21:52:13,1O5IA5,3,lays,Gopay
21-11-2122,21:22:12,1O5IA4,4,chitato,Cash
21-11-2122,21:13:11,1O5IA3,5,superstar,Cash
21-11-2122,19:58:53,1O5IA1,2,momogi,Mandiri
21-11-2122,19:41:31,1O5IA1,4,yupi,Mandiri
21-11-2122,19:25:51,1O5I9Z,4,astor,Gopay
21-11-2122,19:24:16,1O5I9Y,4,siip,Cash
21-11-2122,19:21:27,1O5I9X,4,helo panda,Cash
21-11-2122,19:19:14,1O5I9W,4,poki poki,Other
21-11-2122,19:15:56,1O5I9V,4,top,Other
21-11-2122,19:11:12,1O5I9U,4,oreo,Other
21-11-2122,19:18:41,1O5I9T,4,selai olai,Cash
21-11-2122,19:17:59,1O5I9S,5,gery salut,Cash
21-11-2122,18:53:15,1O5I9R,5,malkis roma,Shopeepay
21-11-2122,18:51:48,1O5I9Q,5,tik tik,Cash
21-11-2122,18:49:22,1O5I9P,5,krisbee,Other
21-11-2122,18:46:15,1O5I9O,5,sponge,BCA
21-11-2122,18:32:31,1O5I9N,1,chocopie,Other EDC
21-11-2122,18:12:56,1O5I9M,2,jetz,Cash
21-11-2122,17:18:32,1O5I9L,3,chiki ball,Cash
21-11-2122,16:54:14,1O5I9K,4,chitato lite,Cash
21-11-2122,16:51:21,1O5I9J,2,kusuka,Other
21-11-2122,16:48:17,1O5I9I,4,piattos,Cash
21-11-2122,16:37:12,1O5I9H,1,time break,Cash
21-11-2122,16:32:59,1O5I9G,2,tango,Cash
21-11-2122,16:31:18,1O5I9F,3,fanta,Other
21-11-2122,16:12:59,1O5I9E,4,sprite,BRI
21-11-2122,15:51:19,1O5I9D,5,roma arden,GrabFood
21-11-2122,15:46:16,1O5I9C,2,kalpa,Cash
21-11-2122,14:59:16,1O5I9B,4,le minerale,BCA
21-11-2122,14:55:56,1O5I9A,4,mizone,Mandiri
21-11-2122,14:11:53,1O5I99,4,pocari sweat,Cash
21-11-2122,13:49:13,1O5I98,4,tim tam,Gopay
21-11-2122,11:52:12,1O5I97,4,tisu,Cash
21-11-2122,11:31:18,1O5I96,4,kapas,Gopay
21-11-2122,9:17:12,1O5I95,4,pembersih muka,Gopay
21-11-2122,9:12:15,1O5I94,4,marina hand&body,Gopay
21-11-2122,8:39:27,1O5I93,5,lovely hand&body,Cash
19-11-2122,22:51:55,1O5I92,5,vaseline hand&body,Cash
19-11-2122,22:34:28,1O5I91,5,citra hand&body,Other
19-11-2122,21:57:13,1O5I91,5,nivea deodorant,Cash
19-11-2122,21:54:17,1O5I8Z,5,nivea hand&body,Cash
19-11-2122,21:43:45,1O5I8Y,5,rexona,Cash
19-11-2122,21:31:13,1O5I8X,5,posh body spray,Cash
19-11-2122,21:21:42,1O5I8W,6,clear shampoo,Gopay
19-11-2122,21:18:43,1O5I8V,6,posh deodorant,Cash
19-11-2122,21:18:14,1O5I8U,6,bellagio parfume,Cash
19-11-2122,21:51:11,1O5I8T,6,fres parfume,Cash
19-11-2122,21:49:54,1O5I8S,6,vitalis parfume,Cash
19-11-2122,21:44:35,1O5I8R,6,fresh tea,Cash
19-11-2122,21:44:12,1O5I8Q,6,cassablanca prafume,Gopay
19-11-2122,21:42:51,1O5I8P,6,eskulin parfume,Cash
19-11-2122,21:41:39,1O5I8O,7,evangeline parfume,Cash
19-11-2122,21:39:41,1O5I8N,7,marina parfume,Cash
19-11-2122,21:32:47,1O5I8M,7,izi parfume,Cash
19-11-2122,21:29:31,1O5I8L,7,permen relaxa,Gopay
19-11-2122,21:21:32,1O5I8K,7,permen kopiko,Cash
19-11-2122,21:13:17,1O5I8J,7,Permen blaster,Cash
19-11-2122,21:11:54,1O5I8I,7,Permen tamarin,Other EDC
19-11-2122,19:59:11,1O5I8H,7,Permen kiss,Other
19-11-2122,18:11:18,1O5I8G,8,Permen big babel,Cash
19-11-2122,17:59:11,1O5I8F,8,Permen hot hot,Cash
19-11-2122,17:53:56,1O5I8E,8,Permen milkita,Cash
19-11-2122,17:51:29,1O5I8D,8,kue cucur,BCA
19-11-2122,17:32:19,1O5I8C,1,kue lapis,Other
19-11-2122,17:25:39,1O5I8B,2,kopi abc,Cash
19-11-2122,16:36:26,1O5I8A,3,kopi kapal api,GrabFood
19-11-2122,15:47:49,1O5I89,4,kerupuk kulit,Cash
19-11-2122,15:45:44,1O5I88,2,"arem""",Gopay
19-11-2122,15:32:29,1O5I87,4,nasi ayam,Cash
19-11-2122,15:31:15,1O5I86,1,chocolatos,Cash
19-11-2122,15:27:37,1O5I85,2,kopi good day,Cash
19-11-2122,15:21:11,1O5I84,3,teh pucuk,Cash
19-11-2122,14:25:46,1O5I83,4,aqua 351ml,Gopay
19-11-2122,14:16:42,1O5I82,5,good time,Cash
19-11-2122,13:17:24,1O5I81,2,sarden,Cash
19-11-2122,12:46:36,1O5I81,4,telur,GrabFood
19-11-2122,12:25:48,1O5I7Z,4,es teh,Cash
19-11-2122,12:23:17,1O5I7Y,4,susu cokelat,Cash
19-11-2122,12:16:12,1O5I7X,4,susu vanilla,Cash
19-11-2122,11:51:44,1O5I7W,4,nagasari,Cash
19-11-2122,11:43:33,1O5I7V,4,usus crispy,Cash
19-11-2122,11:41:32,1O5I7U,4,nextar,Cash
19-11-2122,11:31:17,1O5I7T,4,pembalut,Cash
19-11-2122,11:28:18,1O5I7S,5,buku tulis,Cash
19-11-2122,9:56:55,1O5I7R,5,bolpoin standart,Cash
19-11-2122,9:51:11,1O5I7Q,5,buku gambar,Gopay
19-11-2122,9:11:37,1O5I7P,5,pensil,Gopay
19-11-2122,8:36:21,1O5I7O,5,penghapus,Cash
18-11-2122,21:55:56,1O5I7N,1,rautan pensil,Gopay
18-11-2122,21:42:29,1O5I7M,2,sari roti,Gopay
18-11-2122,21:21:25,1O5I7L,3,mie,Cash
18-11-2122,21:53:19,1O5I7K,4,kecap,Cash
18-11-2122,21:52:15,1O5I7J,2,saos,Gopay
18-11-2122,21:47:45,1O5I7I,4,es cream,Cash
18-11-2122,19:41:12,1O5I7H,1,pie susu,Gopay
18-11-2122,19:39:38,1O5I7G,2,risol,Cash
18-11-2122,19:38:23,1O5I7F,3,martabak,Cash
18-11-2122,19:32:29,1O5I7E,4,floridina,Cash
18-11-2122,19:31:49,1O5I7D,5,iso plus,Gopay
18-11-2122,19:23:41,1O5I7C,2,golda,Cash
18-11-2122,19:22:31,1O5I7B,4,nutrisari,Cash
18-11-2122,19:21:26,1O5I7A,4,teh rio,Gopay
18-11-2122,19:13:23,1O5I79,4,kopikap,Gopay
18-11-2122,19:11:18,1O5I78,4,roti aoka,Cash
18-11-2122,19:18:55,1O5I77,4,sari gandum,Cash
18-11-2122,18:51:37,1O5I76,4,taro,Cash
18-11-2122,18:49:38,1O5I75,4,qitela,Cash
18-11-2122,18:36:24,1O5I74,4,choki choki,Gopay
18-11-2122,18:18:12,1O5I73,5,bengbeng,Cash
18-11-2122,18:17:37,1O5I72,5,nabati,Gopay
18-11-2122,17:38:17,1O5I71,5,basreng,Cash
18-11-2122,17:16:48,1O5I71,5,mie lidi,Cash
18-11-2122,16:35:11,1O5I6Z,5,macroni pedas manis,Cash
18-11-2122,16:28:59,1O5I6Y,5,bon cabe(bubuk cabe),Cash
18-11-2122,16:27:19,1O5I6X,5,pepsodent,Cash
18-11-2122,16:18:11,1O5I6W,6,head&shoulder,Cash
18-11-2122,16:16:53,1O5I6V,6,lifebuoy(sabun mandi cair),Gopay
18-11-2122,16:16:22,1O5I6U,1,lifebuoy(shampoo),Gopay
18-11-2122,15:51:14,1O5I6T,2,shinzui(sabun mandi),Cash
18-11-2122,14:24:17,1O5I6S,3,biore(sabun muka),Gopay
18-11-2122,13:56:51,1O5I6R,4,lifebuoy(sabun mandi batangan),Gopay
18-11-2122,13:27:14,1O5I6Q,2,sunlight,Gopay
18-11-2122,13:24:28,1O5I6P,4,lux(sabun mandi),Cash
18-11-2122,12:29:55,1O5I6O,1,sunsilk(shampoo),Gopay
18-11-2122,12:12:51,1O5I6N,2,pantene(shampoo),Cash
18-11-2122,12:11:11,1O5I6M,3,lux(sabun mandi),Gopay
18-11-2122,11:57:15,1O5I6L,4,biore(sabun mandi),Gopay
18-11-2122,11:37:46,1O5I6K,5,kacang sukro,Cash
18-11-2122,11:33:17,1O5I6J,2,kuaci,Cash
18-11-2122,11:31:21,1O5I6I,4,kacang kulit,Cash
18-11-2122,11:29:15,1O5I6H,4,lays,Cash
18-11-2122,11:13:31,1O5I6G,4,chitato,Cash
18-11-2122,11:12:51,1O5I6F,4,superstar,Cash
18-11-2122,9:42:59,1O5I6E,4,momogi,Cash
18-11-2122,9:42:23,1O5I6D,4,yupi,Cash
18-11-2122,9:41:59,1O5I6C,4,astor,Cash
18-11-2122,9:32:43,1O5I6B,4,siip,Cash
18-11-2122,9:11:13,1O5I6A,5,helo panda,Cash
18-11-2122,9:13:54,1O5I69,5,poki poki,Cash
18-11-2122,9:12:43,1O5I68,5,top,Gopay
17-11-2122,23:26:31,1O5I67,5,oreo,Cash
17-11-2122,22:17:53,1O5I66,5,selai olai,BCA
17-11-2122,21:57:18,1O5I65,5,gery salut,BCA
17-11-2122,21:15:12,1O5I64,5,malkis roma,Cash
17-11-2122,21:56:52,1O5I63,6,tik tik,Cash
17-11-2122,21:47:27,1O5I62,6,krisbee,Cash
17-11-2122,21:33:26,1O5I61,6,sponge,Cash
17-11-2122,21:31:36,1O5I61,6,chocopie,Cash
17-11-2122,21:27:43,1O5I5Z,6,jetz,Gopay
17-11-2122,21:11:39,1O5I5Y,6,chiki ball,Cash
17-11-2122,18:51:12,1O5I5X,6,chitato lite,Other
17-11-2122,18:19:37,1O5I5W,6,kusuka,CIMB NIAGA
17-11-2122,18:16:27,1O5I5V,7,piattos,Cash
17-11-2122,17:56:57,1O5I5U,7,time break,Gopay
17-11-2122,17:37:37,1O5I5T,7,tango,Cash
17-11-2122,17:31:19,1O5I5S,7,fanta,GoFood
17-11-2122,17:29:16,1O5I5R,7,sprite,Cash
17-11-2122,17:17:26,1O5I5Q,7,roma arden,Cash
17-11-2122,17:14:35,1O5I5P,7,kalpa,Cash
17-11-2122,17:14:37,1O5I5O,1,le minerale,Cash
17-11-2122,16:51:41,1O5I5N,2,mizone,Cash
17-11-2122,16:49:16,1O5I5M,3,pocari sweat,Cash
17-11-2122,16:33:48,1O5I5L,4,tim tam,Other
17-11-2122,16:31:36,1O5I5K,2,tisu,Cash
17-11-2122,16:13:16,1O5I5J,4,kapas,Gopay
17-11-2122,16:12:45,1O5I5I,1,pembersih muka,Cash
17-11-2122,16:11:43,1O5I5H,2,marina hand&body,Cash
17-11-2122,15:43:25,1O5I5G,3,lovely hand&body,Cash
17-11-2122,15:41:49,1O5I5F,4,vaseline hand&body,Cash
17-11-2122,15:41:17,1O5I5E,5,citra hand&body,Cash
17-11-2122,14:51:49,1O5I5D,2,nivea deodorant,Mandiri
17-11-2122,14:37:49,1O5I5C,1,nivea hand&body,Cash
17-11-2122,14:34:56,1O5I5B,2,rexona,Cash
17-11-2122,14:27:32,1O5I5A,3,posh body spray,Cash
17-11-2122,14:26:46,1O5I59,4,clear shampoo,BCA
17-11-2122,14:25:51,1O5I58,2,posh deodorant,Cash
17-11-2122,14:21:26,1O5I57,4,bellagio parfume,Cash
17-11-2122,14:15:17,1O5I56,1,fres parfume,Cash
17-11-2122,14:16:18,1O5I55,2,vitalis parfume,Cash
17-11-2122,14:11:49,1O5I54,3,fresh tea,Cash
17-11-2122,13:49:24,1O5I53,4,cassablanca prafume,Cash
17-11-2122,13:28:41,1O5I52,5,eskulin parfume,Cash
17-11-2122,13:14:19,1O5I51,2,evangeline parfume,Other
17-11-2122,12:57:58,1O5I51,1,marina parfume,BCA
17-11-2122,12:56:59,1O5I4Z,2,izi parfume,Gopay
17-11-2122,12:46:35,1O5I4Y,3,permen relaxa,Cash
17-11-2122,12:45:11,1O5I4X,4,permen kopiko,Gopay
17-11-2122,12:37:58,1O5I4W,2,Permen blaster,Cash
17-11-2122,12:11:48,1O5I4V,4,Permen tamarin,Gopay
17-11-2122,12:13:32,1O5I4U,1,Permen kiss,Gopay
17-11-2122,11:58:25,1O5I4T,2,Permen big babel,Cash
17-11-2122,11:57:16,1O5I4S,3,Permen hot hot,Cash
17-11-2122,11:31:31,1O5I4R,4,Permen milkita,Cash
17-11-2122,11:31:54,1O5I4Q,5,kue cucur,Cash
17-11-2122,11:14:57,1O5I4P,2,kue lapis,Cash
17-11-2122,11:15:18,1O5I4O,3,kopi abc,Cash
17-11-2122,9:47:15,1O5I4N,3,"arem""",Cash
17-11-2122,9:35:47,1O5I4M,3,nasi ayam,Gopay
17-11-2122,9:33:24,1O5I4L,3,chocolatos,Cash
17-11-2122,8:36:56,1O5I4K,3,kopi good day,GrabFood
17-11-2122,8:36:22,1O5I4J,3,teh pucuk,GrabFood
17-11-2122,8:19:51,1O5I4I,3,aqua 351ml,Gopay
17-11-2122,8:19:14,1O5I4H,3,good time,Cash
16-11-2122,23:11:35,1O5I4G,3,sarden,Gopay
16-11-2122,22:18:34,1O5I4F,3,telur,Other
16-11-2122,21:53:22,1O5I4E,3,es teh,Cash
16-11-2122,21:49:17,1O5I4D,3,susu cokelat,Cash
16-11-2122,21:36:41,1O5I4C,3,susu vanilla,Shopeepay
16-11-2122,21:24:17,1O5I4B,3,nagasari,Cash
16-11-2122,21:13:19,1O5I4A,3,usus crispy,Cash
16-11-2122,21:12:12,1O5I49,3,nextar,Cash
16-11-2122,21:11:12,1O5I48,3,pembalut,Cash
16-11-2122,21:53:38,1O5I47,3,buku tulis,BCA
16-11-2122,21:45:41,1O5I46,3,bolpoin standart,Cash
16-11-2122,21:43:13,1O5I45,3,buku gambar,Cash
16-11-2122,21:11:15,1O5I44,3,pensil,Cash
16-11-2122,19:47:14,1O5I43,3,penghapus,Cash
16-11-2122,19:24:44,1O5I42,3,rautan pensil,BNI
16-11-2122,19:15:59,1O5I41,3,sari roti,Mandiri
16-11-2122,19:13:12,1O5I41,3,mie,Cash
16-11-2122,18:55:28,1O5I3Z,3,kecap,Cash
16-11-2122,18:39:47,1O5I3Y,3,saos,Cash
16-11-2122,18:33:31,1O5I3X,3,es cream,Cash
16-11-2122,18:22:43,1O5I3W,3,pie susu,Cash
16-11-2122,18:11:34,1O5I3V,3,risol,Gopay
16-11-2122,17:28:11,1O5I3U,3,martabak,Cash
16-11-2122,17:27:14,1O5I3T,3,floridina,Gopay
16-11-2122,17:17:36,1O5I3S,3,iso plus,Cash
16-11-2122,17:15:18,1O5I3R,3,golda,Other
16-11-2122,16:56:15,1O5I3Q,4,nutrisari,Other
16-11-2122,16:39:21,1O5I3P,4,teh rio,Other
16-11-2122,16:18:21,1O5I3O,4,kopikap,Other
16-11-2122,16:12:34,1O5I3N,4,roti aoka,Other
16-11-2122,15:57:59,1O5I3M,4,sari gandum,Gopay
16-11-2122,15:38:15,1O5I3L,4,taro,Cash
16-11-2122,15:14:17,1O5I3K,4,qitela,Other EDC
16-11-2122,14:12:54,1O5I3J,4,choki choki,Cash
16-11-2122,14:12:15,1O5I3I,4,bengbeng,Cash
16-11-2122,13:47:12,1O5I3H,4,nabati,Cash
16-11-2122,13:46:28,1O5I3G,1,basreng,Gopay
16-11-2122,13:36:13,1O5I3F,2,mie lidi,Gopay
16-11-2122,13:26:22,1O5I3E,3,macroni pedas manis,Cash
16-11-2122,13:15:21,1O5I3D,4,bon cabe(bubuk cabe),Gopay
16-11-2122,12:52:45,1O5I3C,2,pepsodent,Gopay
16-11-2122,12:47:29,1O5I3B,4,head&shoulder,Gopay
16-11-2122,12:41:18,1O5I3A,1,lifebuoy(sabun mandi cair),Gopay
16-11-2122,12:39:18,1O5I39,2,lifebuoy(shampoo),Gopay
16-11-2122,11:58:54,1O5I38,3,shinzui(sabun mandi),Gopay
16-11-2122,11:53:38,1O5I37,4,biore(sabun muka),BCA
16-11-2122,11:28:21,1O5I36,5,lifebuoy(sabun mandi batangan),Gopay
16-11-2122,11:37:46,1O5I35,2,sunlight,Cash
16-11-2122,11:33:58,1O5I34,4,lux(sabun mandi),Cash
16-11-2122,11:28:15,1O5I33,4,sunsilk(shampoo),Gopay
16-11-2122,9:51:38,1O5I32,4,pantene(shampoo),Gopay
16-11-2122,9:26:26,1O5I31,4,lux(sabun mandi),Cash
16-11-2122,9:17:35,1O5I31,4,biore(sabun mandi),Cash
16-11-2122,8:54:15,1O5I2Z,4,kacang sukro,Cash
16-11-2122,8:14:17,1O5I2Y,4,kuaci,Cash
15-11-2122,23:45:57,1O5I2X,4,kacang kulit,Cash
15-11-2122,23:15:55,1O5I2W,5,lays,BRI
15-11-2122,22:21:53,1O5I2V,5,chitato,Cash
15-11-2122,21:17:46,1O5I2U,5,superstar,BCA
15-11-2122,21:59:21,1O5I2T,5,momogi,Cash
15-11-2122,21:45:33,1O5I2S,5,yupi,Cash
15-11-2122,21:43:22,1O5I2R,5,astor,Cash
15-11-2122,21:26:14,1O5I2Q,5,siip,Cash
15-11-2122,21:16:28,1O5I2P,6,helo panda,Gopay
15-11-2122,21:11:27,1O5I2O,6,poki poki,Gopay
15-11-2122,21:11:18,1O5I2N,6,top,BNI
15-11-2122,19:46:17,1O5I2M,6,oreo,Other
15-11-2122,19:43:53,1O5I2L,6,selai olai,Cash
15-11-2122,19:37:15,1O5I2K,6,gery salut,BNI
15-11-2122,19:36:14,1O5I2J,6,malkis roma,Other
15-11-2122,18:59:15,1O5I2I,1,tik tik,Gopay
15-11-2122,18:39:45,1O5I2H,2,krisbee,Cash
15-11-2122,17:31:18,1O5I2G,3,sponge,Other
15-11-2122,17:29:19,1O5I2F,4,chocopie,Cash
15-11-2122,17:14:45,1O5I2E,2,jetz,Cash
15-11-2122,17:18:33,1O5I2D,4,chiki ball,Cash
15-11-2122,16:58:18,1O5I2C,1,chitato lite,Cash
15-11-2122,16:46:41,1O5I2B,2,kusuka,Gopay
15-11-2122,16:32:44,1O5I2A,3,piattos,Other
15-11-2122,16:21:48,1O5I29,4,time break,Cash
15-11-2122,16:16:48,1O5I28,5,tango,Cash
15-11-2122,16:15:56,1O5I27,2,fanta,Cash
15-11-2122,16:18:22,1O5I26,4,sprite,Cash
15-11-2122,16:16:56,1O5I25,4,roma arden,Cash
15-11-2122,16:15:56,1O5I24,4,kalpa,Cash
15-11-2122,15:15:15,1O5I23,4,le minerale,Cash
15-11-2122,15:14:19,1O5I22,4,mizone,Cash
15-11-2122,14:44:45,1O5I21,4,pocari sweat,BCA
15-11-2122,14:29:15,1O5I21,4,tim tam,Cash
15-11-2122,14:27:35,1O5I1Z,4,tisu,Cash
15-11-2122,14:14:17,1O5I1Y,5,kapas,Gopay
15-11-2122,14:11:22,1O5I1X,5,pembersih muka,Cash
15-11-2122,13:56:31,1O5I1W,5,marina hand&body,Cash
15-11-2122,13:55:34,1O5I1V,5,lovely hand&body,Cash
15-11-2122,13:21:13,1O5I1U,5,vaseline hand&body,Cash
15-11-2122,13:19:42,1O5I1T,5,citra hand&body,BCA
15-11-2122,12:59:41,1O5I1S,5,nivea deodorant,Cash
15-11-2122,12:36:24,1O5I1R,6,nivea hand&body,Cash
15-11-2122,12:34:45,1O5I1Q,6,rexona,BCA
15-11-2122,12:22:36,1O5I1P,6,posh body spray,Gopay
15-11-2122,11:32:15,1O5I1O,6,clear shampoo,Cash
15-11-2122,11:31:46,1O5I1N,1,posh deodorant,Gopay
15-11-2122,11:14:49,1O5I1M,2,bellagio parfume,GrabFood
15-11-2122,11:24:41,1O5I1L,3,fres parfume,Cash
15-11-2122,9:33:11,1O5I1K,4,vitalis parfume,Cash
15-11-2122,8:46:17,1O5I1J,2,fresh tea,Cash
14-11-2122,22:15:21,1O5I1I,4,cassablanca prafume,Cash
14-11-2122,21:41:14,1O5I1H,1,eskulin parfume,BCA
14-11-2122,21:33:54,1O5I1G,2,evangeline parfume,Cash
14-11-2122,21:32:28,1O5I1F,3,marina parfume,Gopay
14-11-2122,21:31:36,1O5I1E,4,izi parfume,Gopay
14-11-2122,21:11:24,1O5I1D,5,permen relaxa,Cash
14-11-2122,21:15:43,1O5I1C,2,permen kopiko,Gopay
14-11-2122,19:56:12,1O5I1B,4,Permen blaster,Gopay
14-11-2122,19:23:57,1O5I1A,4,Permen tamarin,Cash
14-11-2122,19:11:41,1O5I19,4,Permen kiss,GoFood
14-11-2122,17:11:11,1O5I18,4,Permen big babel,GoFood
14-11-2122,16:58:12,1O5I17,4,Permen hot hot,BCA
14-11-2122,16:56:21,1O5I16,4,Permen milkita,Gopay
14-11-2122,16:37:19,1O5I15,4,kue cucur,Cash
14-11-2122,16:11:52,1O5I14,4,kue lapis,Cash
14-11-2122,15:14:55,1O5I13,5,kopi abc,Cash
